Time(s),Commanded X,Commanded Y,Commanded Z,Actual X,Actual Y,Actual Z
3.0040740966796875e-05,0.10865808354386297,-0.438143381918049,0.1950885318392833,0.4227826961042564,0.031948909225454056,-0.58892147188098
1.0005128383636475,0.13297359589145297,-0.429106413974219,0.19624364712431996,0.42287020888867394,0.03198931835619796,-0.5889245552405403
2.001105785369873,0.156251807264776,-0.418732168130724,0.19741048206621828,0.37634427200792503,-0.01676539181416695,-0.5496285828427637
3.00099515914917,0.178459898121545,-0.40709970277948,0.19858511030163645,0.3405578810535737,-0.03715531671286142,-0.5118319335589792
4.001051425933838,0.20097786641260101,-0.393361115853396,0.19984495066082988,0.34429088128755586,-0.06604269647698413,-0.504662691771557
5.001107215881348,0.22220602559061897,-0.378356526078891,0.2011053143405001,0.38058398074274585,-0.1467618733644028,-0.5227467840867858
6.001038074493408,0.242112968588936,-0.362167714729171,0.20236222708522536,0.461833811737147,-0.2897013738298446,-0.6032431028949954
7.001091957092285,0.260669541593203,-0.344872511495051,0.20361193193995528,0.5450702263961542,-0.36630449393432163,-0.6578702682153931
8.001104831695557,0.27914635731126997,-0.325054779681488,0.20494820952378706,0.5812230322764934,-0.38396600943999054,-0.6547071392524433
9.001064538955688,0.295984649591451,-0.304125060208812,0.2062675802598391,0.6091363842425499,-0.3645108250393138,-0.587285519952394
10.001048803329468,0.31115104111269104,-0.282170181236455,0.20756582353222647,0.6195046584745586,-0.3383915611058901,-0.558382540927365
11.001137733459473,0.324612843815734,-0.259274324618094,0.20883883609338513,0.6249784149476132,-0.30674161375378795,-0.5479976977453473
12.001067399978638,0.33677657078863604,-0.234537541644175,0.2101324436662397,0.6281096238285555,-0.27371500085651035,-0.5415723413407564
13.00104022026062,0.347021223448257,-0.208962122706102,0.21138983020002622,0.6396613297850017,-0.2524745883135752,-0.5565698175293488
14.001125812530518,0.35530816410190996,-0.182639120790046,0.21260644481984092,0.6560452799931116,-0.22149119878368287,-0.5734493207845652
15.001065492630005,0.361597848953298,-0.155659506259056,0.21377770845457192,0.680183077938618,-0.18490002577093909,-0.5895098850114774
16.00011658668518,0.36589718165718094,-0.127699648466473,0.21491531661983482,0.6985860114396818,-0.14536627108484917,-0.6046426570345038
17.000075340270996,0.36805198205513195,-0.0992560056326001,0.2159963962613774,0.7084678986493128,-0.10450407093990237,-0.597710314282058
18.00036859512329,0.368015296180131,-0.070430010138698,0.2170157433781645,0.7107754407505087,-0.06940092674478233,-0.5887975680095918
19.000107049942017,0.365738010033183,-0.0413268586349186,0.2179679465025702,0.7089252969805142,-0.03248805055169383,-0.5787839939770987
20.00043821334839,0.361176667901877,-0.0120981870022189,0.2188461442920035,0.7078023729009817,0.002904048152299348,-0.580641892674485
