Time(s),Commanded X,Commanded Y,Commanded Z,Actual X,Actual Y,Actual Z
0.0003371238708496094,0.178459898121545,-0.40709970277948,0.19858511030163645,0.17858966331275702,-0.38081132941687307,0.20304391207372807
1.0008437633514404,0.20097786641260101,-0.393361115853396,0.19984495066082988,0.17170278230825436,-0.4100042694086488,0.2070718567712493
2.00079607963562,0.22220602559061897,-0.378356526078891,0.2011053143405001,0.17763129845751757,-0.41049352225680646,0.2023783398640252
3.001002311706543,0.242112968588936,-0.362167714729171,0.20236222708522536,0.2194059778339883,-0.3842306430356141,0.18282296468969766
4.0010950565338135,0.260669541593203,-0.344872511495051,0.20361193193995528,0.25135925426681865,-0.35203970531509454,0.19415428413203334
5.0009682178497314,0.27914635731126997,-0.325054779681488,0.20494820952378706,0.2630730894924222,-0.33917122687627793,0.20692135499437303
6.00105619430542,0.295984649591451,-0.304125060208812,0.2062675802598391,0.28254606420570766,-0.3155929075771532,0.22302624747699973
7.000844240188599,0.31115104111269104,-0.282170181236455,0.20756582353222647,0.29330125221941544,-0.29668377055006995,0.2241371451983027
8.000911474227905,0.324612843815734,-0.259274324618094,0.20883883609338513,0.3066551074717962,-0.28309260049050133,0.20830456720285634
9.00093412399292,0.33677657078863604,-0.234537541644175,0.2101324436662397,0.3245695643721626,-0.2612431783281285,0.18655619240600402
10.000906467437744,0.347021223448257,-0.208962122706102,0.21138983020002622,0.3389525507985727,-0.23184136640077307,0.19733251911472233
11.00081992149353,0.35530816410190996,-0.182639120790046,0.21260644481984092,0.3504777354520705,-0.20397965612687563,0.21198339007890132
12.00088119506836,0.361597848953298,-0.155659506259056,0.21377770845457192,0.35832321418082413,-0.1790073894217186,0.22134894183920625
13.000972509384155,0.36589718165718094,-0.127699648466473,0.21491531661983482,0.361108076117973,-0.1592297451313191,0.21178789215153349
14.000898361206055,0.36805198205513195,-0.0992560056326001,0.2159963962613774,0.3677799807405122,-0.12232702784076904,0.22033016984032996
15.000873804092407,0.368015296180131,-0.070430010138698,0.2170157433781645,0.3733210506064535,-0.0931331680838491,0.21400840157815065
16.000854969024658,0.365738010033183,-0.0413268586349186,0.2179679465025702,0.3685247979191964,-0.06394511298158345,0.21562079929165068
17.00082230567932,0.361176667901877,-0.0120981870022189,0.2188461442920035,0.36670523693425844,-0.037469293940981994,0.21067907632962427
18.000888347625732,0.35427575727549204,0.0171804827913524,0.21964575616751852,0.3610529209546006,-0.01036257511578996,0.21876616919480918
19.000843048095703,0.34497904373083293,0.0463838858393353,0.2203604155669124,0.3560282263910995,0.021827188511666793,0.215441466150954
20.000705242156982,0.333227719911722,0.0753770679686351,0.2209833245004337,0.3472649101623228,0.04819441657324179,0.21633562044308371
21.00078535079956,0.31923122774184803,0.103518108198664,0.2214989488588498,0.33305158767328363,0.07926416549961843,0.22464592901821762
22.000635862350464,0.302746434033412,0.131162227838363,0.2219115147438024,0.3208410930793806,0.10890221610871051,0.2188957398134495
23.00076699256897,0.28371341598809097,0.158139785356466,0.222212957720607,0.3017009521142733,0.1369334005530431,0.22489572141346778
24.00075912475586,0.262071800894648,0.184261962197994,0.2223945189239371,0.28270562152854506,0.16206454528303355,0.2234090176607481
25.000750064849854,0.24066638391815598,0.20652615679445,0.2224475978107332,0.2625342871457497,0.18697527232175196,0.21771799638434974
26.00069785118103,0.217127415377797,0.227789309796987,0.2223919538641449,0.23945866216198922,0.20889466196211426,0.2268236802701048
27.000854015350342,0.191421453695858,0.247866853216527,0.22221990370538372,0.21116047303074584,0.2326592127941998,0.22209983566653846
28.000741481781006,0.163520994796713,0.266551211720464,0.2219231532952745,0.18628375599598146,0.2524023784249865,0.22128656817733852
29.000831365585327,0.13703301061134798,0.281712203752623,0.2215501689635645,0.16168742726739702,0.2688232055689311,0.22128658948691898
30.000839233398438,0.108814375012243,0.295424996851488,0.22106646807516442,0.1353922599661783,0.282871123486803,0.22159497089770072
31.000794410705566,0.07887534810593,0.307488806417045,0.2204652940920408,0.10597992832864914,0.29525744221624417,0.2212865159976422
32.0007050037384,0.04724203562285598,0.317679153608764,0.2197395958055811,0.07211058750374681,0.3053011138482928,0.22128656661939564
33.00112318992615,0.019425739821613996,0.324602777404535,0.2190293380022785,0.04103871057740823,0.31122558825905433,0.22164471539882347
34.0007483959198,-0.00950782560618102,0.329871231138641,0.2182221032225422,0.012327295114180086,0.31990433676113395,0.23241752851581673
35.000736474990845,-0.039495592190608,0.333309755213557,0.217313870149935,-0.014313476104552803,0.32779295086363647,0.21894689863101324
